huc12_id,year,irrwdgw_mgd,irrwdtot_mgd,irrwdsw_mgd
130700010602,2000,0.0,0.0,0.0
130700010602,2001,0.0,0.0,0.0
130700010602,2002,0.0,0.0,0.0
130700010602,2003,0.0,0.0,0.0
130700010602,2004,0.0,0.0,0.0
130700010602,2005,0.0,0.0,0.0
130700010602,2006,0.0,0.0,0.0
130700010602,2007,0.0,0.0,0.0
130700010602,2008,0.0,0.0,0.0
130700010602,2009,0.0,0.0,0.0
130700010602,2010,0.0,0.0,0.0
130700010602,2011,0.0,0.0,0.0
130700010602,2012,0.0,0.0,0.0
130700010602,2013,0.0,0.0,0.0
130700010602,2014,0.0,0.0,0.0
130700010602,2015,0.0,0.0,0.0
130700010602,2016,0.0,0.0,0.0
130700010602,2017,0.0,0.0,0.0
130700010602,2018,0.0,0.0,0.0
130700010602,2019,0.0,0.0,0.0
130700010602,2020,0.0,0.0,0.0
130700010603,2000,0.0,0.0,0.0
130700010603,2001,0.0,0.0,0.0
130700010603,2002,0.0,0.0,0.0
130700010603,2003,0.0,0.0,0.0
130700010603,2004,0.0,0.0,0.0
130700010603,2005,0.0,0.0,0.0
130700010603,2006,0.0,0.0,0.0
130700010603,2007,0.0,0.0,0.0
130700010603,2008,0.0,0.0,0.0
130700010603,2009,0.0,0.0,0.0
130700010603,2010,0.0,0.0,0.0
130700010603,2011,0.0,0.0,0.0
130700010603,2012,0.0,0.0,0.0
130700010603,2013,0.0,0.0,0.0
130700010603,2014,0.0,0.0,0.0
130700010603,2015,0.0,0.0,0.0
130700010603,2016,0.0,0.0,0.0
130700010603,2017,0.0,0.0,0.0
130700010603,2018,0.0,0.0,0.0
130700010603,2019,0.0,0.0,0.0
130700010603,2020,0.0,0.0,0.0
130700010604,2000,0.0,0.0,0.0
130700010604,2001,0.0,0.0,0.0
130700010604,2002,0.0,0.0,0.0
130700010604,2003,0.0,0.0,0.0
130700010604,2004,0.0,0.0,0.0
130700010604,2005,0.0,0.0,0.0
130700010604,2006,0.0,0.0,0.0
130700010604,2007,0.0,0.0,0.0
130700010604,2008,0.0,0.0,0.0
130700010604,2009,0.0,0.0,0.0
130700010604,2010,0.0,0.0,0.0
130700010604,2011,0.0,0.0,0.0
130700010604,2012,0.0,0.0,0.0
130700010604,2013,0.0,0.0,0.0
130700010604,2014,0.0,0.0,0.0
130700010604,2015,0.0,0.0,0.0
130700010604,2016,0.0,0.0,0.0
130700010604,2017,0.0,0.0,0.0
130700010604,2018,0.0,0.0,0.0
