Yr,CountyName,CropName,Acres,Volume
1986,DAWSON        ,WHEAT,"1,000",500
1987,DAWSON        ,ALFALFA,300,200
1987,DAWSON        ,COTTON,"15,200","7,600"
1987,DAWSON        ,ORCHARD,350,175
1987,DAWSON        ,OTHER,"9,150","4,575"
1987,DAWSON        ,SORGHUM,"1,000",250
1987,DAWSON        ,WHEAT,"1,000",500
1988,DAWSON        ,ALFALFA,300,300
1988,DAWSON        ,COTTON,"29,350","19,567"
1988,DAWSON        ,ORCHARD,350,175
1989,DAWSON        ,ALFALFA,100,167
1989,DAWSON        ,COTTON,"30,540","40,720"
1989,DAWSON        ,ORCHARD,600,800
1989,DAWSON        ,SORGHUM,"1,500","1,500"
1989,DAWSON        ,VINEYARD,120,80
1989,DAWSON        ,WHEAT,500,417
1990,DAWSON        ,ALFALFA,100,167
1990,DAWSON        ,COTTON,"27,100","36,133"
1990,DAWSON        ,ORCHARD,600,800
1990,DAWSON        ,SORGHUM,"1,500","1,500"
1990,DAWSON        ,VINEYARD,120,80
1990,DAWSON        ,WHEAT,500,417
1991,DAWSON        ,ALFALFA,100,208
1991,DAWSON        ,COTTON,"28,400","42,600"
1991,DAWSON        ,ORCHARD,600,800
1991,DAWSON        ,SORGHUM,"1,500","2,375"
1991,DAWSON        ,VINEYARD,120,80
1991,DAWSON        ,WHEAT,500,625
1992,DAWSON        ,ALFALFA,100,208
1992,DAWSON        ,COTTON,"18,700","28,050"
1992,DAWSON        ,ORCHARD,600,800
1992,DAWSON        ,SORGHUM,"7,000","8,750"
1992,DAWSON        ,VINEYARD,120,100
1992,DAWSON        ,WHEAT,500,625
1993,DAWSON        ,ALFALFA,200,317
1993,DAWSON        ,COTTON,"40,700","57,658"
1993,DAWSON        ,ORCHARD,360,450
1993,DAWSON        ,OTHER,430,502
1993,DAWSON        ,OTHER GRAIN,15,15
1993,DAWSON        ,PEANUTS,"2,000","2,833"
1993,DAWSON        ,SORGHUM,"1,400","1,750"
1993,DAWSON        ,SOY OIL,210,298
1993,DAWSON        ,VEGETABLES,420,490
1993,DAWSON        ,VINEYARD,40,30
1993,DAWSON        ,WHEAT,"1,200","1,200"
1994,DAWSON        ,ALFALFA,200,333
1994,DAWSON        ,COTTON,"29,025","43,538"
1994,DAWSON        ,ORCHARD,360,480
1994,DAWSON        ,OTHER,430,538
1994,DAWSON        ,OTHER GRAIN,15,18
1994,DAWSON        ,PEANUTS,"2,000","3,000"
1994,DAWSON        ,SORGHUM,545,727
1994,DAWSON        ,SOY OIL,210,315
1994,DAWSON        ,VEGETABLES,420,525
1994,DAWSON        ,VINEYARD,40,33
1994,DAWSON        ,WHEAT,305,356
1995,DAWSON        ,ALFALFA,200,333
1995,DAWSON        ,COTTON,"38,808","58,212"
1995,DAWSON        ,ORCHARD,360,480
1995,DAWSON        ,OTHER,430,538
1995,DAWSON        ,OTHER GRAIN,15,18
1995,DAWSON        ,PEANUTS,"3,200","4,800"
1995,DAWSON        ,SORGHUM,61,81
1995,DAWSON        ,SOY OIL,224,336
1995,DAWSON        ,VEGETABLES,420,525
1995,DAWSON        ,VINEYARD,40,33
1995,DAWSON        ,WHEAT,89,104
1996,DAWSON        ,ALFALFA,200,333
1996,DAWSON        ,COTTON,"58,000","116,000"
1996,DAWSON        ,ORCHARD,360,480
1996,DAWSON        ,OTHER,430,538
1996,DAWSON        ,OTHER GRAIN,15,18
1996,DAWSON        ,PEANUTS,"8,300","16,600"
1996,DAWSON        ,SORGHUM,"3,900","5,850"
1996,DAWSON        ,SOY OIL,224,336
1996,DAWSON        ,VEGETABLES,420,525
1996,DAWSON        ,VINEYARD,40,33
1996,DAWSON        ,WHEAT,"1,800","2,100"
1997,DAWSON        ,ALFALFA,200,333
1997,DAWSON        ,CORN,650,813
1997,DAWSON        ,COTTON,"52,000","104,000"
1997,DAWSON        ,ORCHARD,360,480
1997,DAWSON        ,OTHER,430,538
1997,DAWSON        ,OTHER GRAIN,15,18
1997,DAWSON        ,PEANUTS,"16,700","27,833"
1997,DAWSON        ,SORGHUM,"4,800","7,200"
1997,DAWSON        ,VEGETABLES,420,525
1997,DAWSON        ,VINEYARD,40,33
1997,DAWSON        ,WHEAT,"2,800","3,267"
1998,DAWSON        ,ALFALFA,200,333
1998,DAWSON        ,CORN,725,"1,027"
1998,DAWSON        ,COTTON,"32,500","65,000"
1998,DAWSON        ,ORCHARD,360,480
1998,DAWSON        ,OTHER,430,538
1998,DAWSON        ,OTHER GRAIN,15,18
1998,DAWSON        ,PEANUTS,"28,900","57,800"
1998,DAWSON        ,SORGHUM,600,900
1998,DAWSON        ,VEGETABLES,420,525
1998,DAWSON        ,VINEYARD,40,33
1998,DAWSON        ,WHEAT,"3,000","3,000"
1999,DAWSON        ,ALFALFA,200,333
1999,DAWSON        ,COTTON,"47,100","70,650"
1999,DAWSON        ,ORCHARD,360,480
1999,DAWSON        ,OTHER,430,538
1999,DAWSON        ,OTHER GRAIN,15,15
1999,DAWSON        ,PEANUTS,"19,000","28,500"
1999,DAWSON        ,SORGHUM,"1,700","2,125"
1999,DAWSON        ,VEGETABLES,420,525
1999,DAWSON        ,VINEYARD,40,33
1999,DAWSON        ,WHEAT,"1,800","1,800"
2000,DAWSON        ,ALFALFA,550,"1,146"
2000,DAWSON        ,COTTON,"50,635","97,050"
2000,DAWSON        ,FORAGE HAY PASTURE,"1,015","1,015"
2000,DAWSON        ,ORCHARD,345,460
2000,DAWSON        ,OTHER,345,460
2000,DAWSON        ,OTHER GRAIN,385,385
2000,DAWSON        ,PEANUTS,"18,415","41,434"
2000,DAWSON        ,SORGHUM,460,575
2000,DAWSON        ,VEGETABLES,985,"1,313"
2000,DAWSON        ,VINEYARD,85,71
2000,DAWSON        ,WHEAT,"2,130","2,130"
2001,DAWSON        ,ALFALFA,550,963
2001,DAWSON        ,COTTON,"56,000","102,667"
2001,DAWSON        ,FORAGE HAY PASTURE,"1,015","1,015"
2001,DAWSON        ,ORCHARD,345,460
2001,DAWSON        ,OTHER,345,431
2001,DAWSON        ,OTHER GRAIN,385,449
2001,DAWSON        ,PEANUTS,"14,500","27,792"
2001,DAWSON        ,SORGHUM,"2,000","2,667"
2001,DAWSON        ,VEGETABLES,985,"1,313"
2001,DAWSON        ,VINEYARD,85,71
2001,DAWSON        ,WHEAT,"4,000","3,667"
2002,DAWSON        ,ALFALFA,"1,549","2,711"
2002,DAWSON        ,COTTON,"50,161","91,962"
2002,DAWSON        ,FORAGE HAY PASTURE,"3,948","3,948"
2002,DAWSON        ,ORCHARD,345,460
2002,DAWSON        ,OTHER,606,758
2002,DAWSON        ,OTHER GRAIN,385,449
2002,DAWSON        ,PEANUTS,"14,500","25,375"
2002,DAWSON        ,SORGHUM,"1,280","1,707"
2002,DAWSON        ,SOY OIL,478,518
2002,DAWSON        ,VEGETABLES,"1,272","1,272"
2002,DAWSON        ,VINEYARD,85,71
2002,DAWSON        ,WHEAT,"4,500","4,500"
2003,DAWSON        ,ALFALFA,"1,542","4,857"
2003,DAWSON        ,COTTON,"54,000","86,535"
2003,DAWSON        ,FAILED,466,117
2003,DAWSON        ,FORAGE HAY PASTURE,498,487
2003,DAWSON        ,ORCHARD,161,242
2003,DAWSON        ,OTHER,547,"1,094"
2003,DAWSON        ,PEANUTS,"12,660","23,769"
2003,DAWSON        ,SORGHUM,"4,047","7,123"
2003,DAWSON        ,VEGETABLES,182,236
2003,DAWSON        ,VINEYARD,210,175
2003,DAWSON        ,WHEAT,"2,032","2,032"
2004,DAWSON        ,ALFALFA,"1,630","4,890"
2004,DAWSON        ,COTTON,"58,110","77,480"
2004,DAWSON        ,FAILED,"1,933","1,611"
2004,DAWSON        ,FORAGE HAY PASTURE,"1,774","2,305"
2004,DAWSON        ,GOLF COURSES,336,"1,008"
2004,DAWSON        ,ORCHARD,150,300
2004,DAWSON        ,PEANUTS,"8,280","13,800"
2004,DAWSON        ,SORGHUM,650,813
2004,DAWSON        ,VEGETABLES,238,298
2004,DAWSON        ,VINEYARD,200,300
2005,DAWSON        ,ALFALFA,"1,550","4,650"
2005,DAWSON        ,COTTON,"59,670","79,560"
2005,DAWSON        ,FAILED,60,50
2005,DAWSON        ,FORAGE HAY PASTURE,"1,017","1,276"
2005,DAWSON        ,GOLF COURSES,355,"1,065"
2005,DAWSON        ,ORCHARD,167,334
2005,DAWSON        ,PEANUTS,"9,277","15,462"
2005,DAWSON        ,SORGHUM,75,94
2005,DAWSON        ,VEGETABLES,250,313
2005,DAWSON        ,VINEYARD,200,300
2006,DAWSON        ,ALFALFA,"1,369","3,423"
2006,DAWSON        ,COTTON,"64,297","112,520"
2006,DAWSON        ,FORAGE HAY PASTURE,"1,708","2,917"
2006,DAWSON        ,GOLF COURSES,355,"1,065"
2006,DAWSON        ,ORCHARD,167,334
2006,DAWSON        ,OTHER GRAIN,398,398
2006,DAWSON        ,PEANUTS,"1,992","3,984"
2006,DAWSON        ,SORGHUM,"1,131","1,697"
2006,DAWSON        ,VEGETABLES,250,313
2006,DAWSON        ,VINEYARD,200,350
2007,DAWSON        ,ALFALFA,"1,464","2,300"
2007,DAWSON        ,COTTON,"57,652","49,148"
2007,DAWSON        ,FAILED,"1,066",267
2007,DAWSON        ,FORAGE HAY PASTURE,"2,373","2,797"
2007,DAWSON        ,ORCHARD,42,67
2007,DAWSON        ,OTHER GRAIN,897,"1,360"
2007,DAWSON        ,PEANUTS,"5,491","5,354"
2007,DAWSON        ,SORGHUM,"4,962","6,203"
2007,DAWSON        ,VEGETABLES,150,113
2007,DAWSON        ,VINEYARD,97,129
2008,DAWSON        ,ALFALFA,"1,364","3,865"
2008,DAWSON        ,COTTON,"46,666","81,666"
2008,DAWSON        ,FAILED,"2,500","1,250"
2008,DAWSON        ,FORAGE HAY PASTURE,"2,000","3,000"
2008,DAWSON        ,ORCHARD,36,90
2008,DAWSON        ,OTHER,453,"1,131"
2008,DAWSON        ,OTHER GRAIN,925,"1,156"
2008,DAWSON        ,PEANUTS,"9,988","18,311"
2008,DAWSON        ,SORGHUM,"7,000","15,167"
2008,DAWSON        ,SOY OIL,46,69
2008,DAWSON        ,VEGETABLES,14,33
2008,DAWSON        ,VINEYARD,107,223
2008,DAWSON        ,WHEAT,"5,000","10,833"
2009,DAWSON        ,ALFALFA,"1,536","4,915"
2009,DAWSON        ,COTTON,"54,838","91,854"
2009,DAWSON        ,FORAGE HAY PASTURE,"2,261","2,996"
2009,DAWSON        ,OTHER,"1,485","2,673"
2009,DAWSON        ,OTHER GRAIN,633,728
2009,DAWSON        ,PEANUTS,"3,457","6,770"
2009,DAWSON        ,SORGHUM,"7,704","14,445"
2009,DAWSON        ,SOY OIL,"1,756","3,512"
2009,DAWSON        ,VINEYARD,111,268
2009,DAWSON        ,WHEAT,"1,919","2,207"
2010,DAWSON        ,ALFALFA,"2,500","4,195"
2010,DAWSON        ,COTTON,"64,050","67,252"
2010,DAWSON        ,FORAGE HAY PASTURE,"1,200",925
2010,DAWSON        ,OTHER,455,494
2010,DAWSON        ,OTHER GRAIN,"1,735",876
2010,DAWSON        ,PEANUTS,"3,500","4,748"
2010,DAWSON        ,SORGHUM,500,351
2010,DAWSON        ,SOY OIL,100,116
2010,DAWSON        ,VINEYARD,75,112
2010,DAWSON        ,WHEAT,"1,000",505
2011,DAWSON        ,ALFALFA,"2,440","7,727"
2011,DAWSON        ,COTTON,"65,980","137,458"
2011,DAWSON        ,FORAGE HAY PASTURE,"3,230","4,845"
2011,DAWSON        ,GOLF COURSES,50,150
2011,DAWSON        ,OTHER,405,810
2011,DAWSON        ,PEANUTS,970,"2,344"
2011,DAWSON        ,SORGHUM,"1,510","2,265"
2011,DAWSON        ,SOY OIL,175,350
2011,DAWSON        ,WHEAT,"3,000","3,000"
2012,DAWSON        ,ALFALFA,"2,310","8,085"
2012,DAWSON        ,COTTON,"51,440","72,873"
2012,DAWSON        ,FAILED,"10,280","8,567"
2012,DAWSON        ,FORAGE HAY PASTURE,"2,000","2,833"
2012,DAWSON        ,ORCHARD,120,270
2012,DAWSON        ,OTHER GRAIN,60,60
2012,DAWSON        ,PEANUTS,"2,490","5,188"
2012,DAWSON        ,SORGHUM,"1,950","1,138"
2012,DAWSON        ,SOY OIL,240,460
2012,DAWSON        ,VEGETABLES,50,46
2012,DAWSON        ,VINEYARD,110,229
2012,DAWSON        ,WHEAT,"5,000","6,667"
2013,DAWSON        ,ALFALFA,"2,690","7,173"
2013,DAWSON        ,COTTON,"41,280","61,920"
2013,DAWSON        ,FAILED,"19,130","30,289"
2013,DAWSON        ,FORAGE HAY PASTURE,"2,400","4,000"
2013,DAWSON        ,ORCHARD,120,270
2013,DAWSON        ,OTHER GRAIN,60,60
2013,DAWSON        ,PEANUTS,"2,190","4,563"
2013,DAWSON        ,SORGHUM,"1,950","2,925"
2013,DAWSON        ,SOY OIL,240,460
2013,DAWSON        ,VEGETABLES,330,303
2013,DAWSON        ,VINEYARD,110,229
2013,DAWSON        ,WHEAT,"5,000","7,500"
2014,DAWSON        ,ALFALFA,"2,690","7,173"
2014,DAWSON        ,COTTON,"41,280","55,040"
2014,DAWSON        ,FAILED,"19,130","9,565"
2014,DAWSON        ,FORAGE HAY PASTURE,"2,400","2,000"
2014,DAWSON        ,ORCHARD,120,270
2014,DAWSON        ,OTHER GRAIN,60,60
2014,DAWSON        ,PEANUTS,"2,190","2,738"
2014,DAWSON        ,SORGHUM,"1,950","2,438"
2014,DAWSON        ,SOY OIL,240,460
2014,DAWSON        ,VEGETABLES,330,358
2014,DAWSON        ,VINEYARD,110,229
2014,DAWSON        ,WHEAT,"5,000","4,167"
2015,DAWSON        ,ALFALFA,"2,690","4,483"
2015,DAWSON        ,CORN,230,537
2015,DAWSON        ,COTTON,"41,780","34,817"
2015,DAWSON        ,FAILED,"19,150","4,788"
2015,DAWSON        ,FORAGE HAY PASTURE,"2,400","2,000"
2015,DAWSON        ,OTHER GRAIN,60,60
2015,DAWSON        ,PEANUTS,"1,940","1,778"
2015,DAWSON        ,SORGHUM,"2,450","1,225"
2015,DAWSON        ,SOY OIL,240,460
2015,DAWSON        ,VEGETABLES,450,413
2015,DAWSON        ,VINEYARD,110,229
2015,DAWSON        ,WHEAT,"5,000","4,167"
2016,DAWSON        ,ALFALFA,"2,130","2,663"
2016,DAWSON        ,CORN,170,213
2016,DAWSON        ,COTTON,"45,000","37,500"
2016,DAWSON        ,FAILED,"2,630",658
2016,DAWSON        ,FORAGE HAY PASTURE,"2,400","2,000"
2016,DAWSON        ,ORCHARD,40,83
2016,DAWSON        ,OTHER,10,18
2016,DAWSON        ,OTHER GRAIN,60,55
2016,DAWSON        ,PEANUTS,"13,570","14,701"
2016,DAWSON        ,SORGHUM,"2,360","2,360"
2016,DAWSON        ,SOY OIL,120,220
2016,DAWSON        ,VEGETABLES,660,605
2016,DAWSON        ,VINEYARD,140,233
2016,DAWSON        ,WHEAT,"4,800","4,000"
2017,DAWSON        ,ALFALFA,"1,810","4,223"
2017,DAWSON        ,CORN,180,345
2017,DAWSON        ,COTTON,"44,200","51,567"
2017,DAWSON        ,FAILED,"3,190","2,393"
2017,DAWSON        ,FORAGE HAY PASTURE,"2,400","2,600"
2017,DAWSON        ,ORCHARD,40,90
2017,DAWSON        ,OTHER,10,18
2017,DAWSON        ,OTHER GRAIN,60,60
2017,DAWSON        ,PEANUTS,"13,750","18,333"
2017,DAWSON        ,SORGHUM,"1,140","1,045"
2017,DAWSON        ,SOY OIL,120,230
2017,DAWSON        ,VINEYARD,140,280
2017,DAWSON        ,WHEAT,"4,000","4,333"
2018,DAWSON        ,ALFALFA,"1,610","3,623"
2018,DAWSON        ,CORN,160,320
2018,DAWSON        ,COTTON,"46,600","54,367"
2018,DAWSON        ,FAILED,"5,150","3,863"
2018,DAWSON        ,FORAGE HAY PASTURE,"2,440","2,643"
2018,DAWSON        ,ORCHARD,40,93
2018,DAWSON        ,OTHER,10,19
2018,DAWSON        ,OTHER GRAIN,60,60
2018,DAWSON        ,PEANUTS,"8,850","11,063"
2018,DAWSON        ,SORGHUM,650,650
2018,DAWSON        ,SOY OIL,150,300
2018,DAWSON        ,VINEYARD,180,375
2018,DAWSON        ,WHEAT,"3,800","3,800"
2019,DAWSON        ,ALFALFA,"1,890","4,095"
2019,DAWSON        ,CORN,960,"1,920"
2019,DAWSON        ,COTTON,"47,500","55,417"
2019,DAWSON        ,FAILED,"3,320","1,383"
2019,DAWSON        ,FORAGE HAY PASTURE,"2,500","2,500"
2019,DAWSON        ,ORCHARD,40,93
2019,DAWSON        ,OTHER GRAIN,100,100
2019,DAWSON        ,PEANUTS,"7,470","9,338"
2019,DAWSON        ,SORGHUM,"1,130","1,036"
2019,DAWSON        ,SOY OIL,430,860
2019,DAWSON        ,VEGETABLES,620,568
2019,DAWSON        ,VINEYARD,200,417
2019,DAWSON        ,WHEAT,"3,900","3,900"
2020,DAWSON        ,ALFALFA,"1,550","3,488"
2020,DAWSON        ,CORN,"1,190","2,777"
2020,DAWSON        ,COTTON,"44,540","51,963"
2020,DAWSON        ,FAILED,"19,980","6,660"
2020,DAWSON        ,FORAGE HAY PASTURE,"2,400","2,800"
2020,DAWSON        ,ORCHARD,40,103
2020,DAWSON        ,OTHER,20,42
2020,DAWSON        ,OTHER GRAIN,200,233
2020,DAWSON        ,PEANUTS,"7,510","10,639"
2020,DAWSON        ,SORGHUM,"1,310","1,310"
2020,DAWSON        ,SOY OIL,290,653
2020,DAWSON        ,VEGETABLES,"1,250","1,354"
2020,DAWSON        ,VINEYARD,450,"1,050"
2020,DAWSON        ,WHEAT,"3,500","3,792"
2021,DAWSON        ,ALFALFA,"1,680","3,080"
2021,DAWSON        ,CORN,570,"1,188"
2021,DAWSON        ,COTTON,"63,570","63,570"
2021,DAWSON        ,FAILED,"2,010",838
2021,DAWSON        ,FORAGE HAY PASTURE,"4,000","4,000"
2021,DAWSON        ,ORCHARD,40,87
2021,DAWSON        ,OTHER GRAIN,"1,110","1,110"
2021,DAWSON        ,PEANUTS,"8,580","10,010"
2021,DAWSON        ,SORGHUM,"3,350","3,071"
2021,DAWSON        ,VEGETABLES,50,50
2021,DAWSON        ,VINEYARD,450,900
2021,DAWSON        ,WHEAT,"6,180","5,665"
2022,DAWSON        ,ALFALFA,"1,780","4,302"
2022,DAWSON        ,CORN,0,0
2022,DAWSON        ,COTTON,"27,560","34,450"
2022,DAWSON        ,FAILED,"54,280","27,140"
2022,DAWSON        ,FORAGE HAY PASTURE,"2,660","3,325"
2022,DAWSON        ,GOLF COURSES,0,0
2022,DAWSON        ,ORCHARD,40,103
2022,DAWSON        ,OTHER,0,0
2022,DAWSON        ,OTHER GRAIN,850,921
2022,DAWSON        ,PEANUTS,"2,620","3,712"
2022,DAWSON        ,RICE,0,0
2022,DAWSON        ,SORGHUM,0,0
2022,DAWSON        ,SOY OIL,0,0
2022,DAWSON        ,SUGARCANE,0,0
2022,DAWSON        ,VEGETABLES,100,108
2022,DAWSON        ,VINEYARD,450,"1,088"
2022,DAWSON        ,WHEAT,"5,090","5,514"
2023,DAWSON        ,ALFALFA,"1,740","3,190"
2023,DAWSON        ,CORN,490,939
2023,DAWSON        ,COTTON,"61,340","56,228"
2023,DAWSON        ,FAILED,"5,070","2,114"
2023,DAWSON        ,FORAGE HAY PASTURE,"3,320","3,320"
2023,DAWSON        ,GOLF COURSES,0,0
2023,DAWSON        ,ORCHARD,40,87
2023,DAWSON        ,OTHER,0,0
2023,DAWSON        ,OTHER GRAIN,"1,420","1,420"
2023,DAWSON        ,PEANUTS,"11,170","12,101"
2023,DAWSON        ,RICE,0,0
2023,DAWSON        ,SORGHUM,"3,870","3,548"
2023,DAWSON        ,SOY OIL,120,250
2023,DAWSON        ,SUGARCANE,0,0
2023,DAWSON        ,VEGETABLES,130,130
2023,DAWSON        ,VINEYARD,450,900
2023,DAWSON        ,WHEAT,"7,860","7,205"
2024,DAWSON        ,ALFALFA,"1,600","2,933"
2024,DAWSON        ,CORN,0,0
2024,DAWSON        ,COTTON,"68,110","62,434"
2024,DAWSON        ,FAILED,"1,000",417
2024,DAWSON        ,FORAGE HAY PASTURE,"2,820","2,820"
2024,DAWSON        ,GOLF COURSES,0,0
2024,DAWSON        ,ORCHARD,70,152
2024,DAWSON        ,OTHER,"18,610","58,932"
2024,DAWSON        ,OTHER GRAIN,780,780
2024,DAWSON        ,PEANUTS,"8,560","9,273"
2024,DAWSON        ,RICE,0,0
2024,DAWSON        ,SORGHUM,240,220
2024,DAWSON        ,SOY OIL,0,0
2024,DAWSON        ,SUGARCANE,0,0
2024,DAWSON        ,VEGETABLES,210,210
2024,DAWSON        ,VINEYARD,360,720
2024,DAWSON        ,WHEAT,"5,440","4,987"
1985,DEAF SMITH    ,ALFALFA,"7,000","11,667"
1985,DEAF SMITH    ,CORN,"22,100","44,200"
1985,DEAF SMITH    ,COTTON,"4,200","3,500"
1985,DEAF SMITH    ,FORAGE HAY PASTURE,"13,000","13,167"
1985,DEAF SMITH    ,ORCHARD,125,175
1985,DEAF SMITH    ,OTHER,"22,750","22,750"
1985,DEAF SMITH    ,OTHER GRAIN,"5,000","3,333"
1985,DEAF SMITH    ,SORGHUM,"60,000","60,000"
1985,DEAF SMITH    ,SOY OIL,"1,200","1,200"
1985,DEAF SMITH    ,VEGETABLES,"21,200","34,791"
1985,DEAF SMITH    ,VINEYARD,25,25
1985,DEAF SMITH    ,WHEAT,"98,400","65,600"
1986,DEAF SMITH    ,ALFALFA,"3,100","5,167"
1986,DEAF SMITH    ,CORN,"21,700","43,400"
1986,DEAF SMITH    ,COTTON,"4,900","4,083"
1986,DEAF SMITH    ,OTHER,"59,700","74,625"
1986,DEAF SMITH    ,SORGHUM,"44,000","44,000"
1986,DEAF SMITH    ,VEGETABLES,"17,100","28,500"
1986,DEAF SMITH    ,WHEAT,"74,500","49,667"
1987,DEAF SMITH    ,ALFALFA,"5,000","8,333"
1987,DEAF SMITH    ,CORN,"30,000","60,000"
1987,DEAF SMITH    ,COTTON,"10,000","8,333"
1987,DEAF SMITH    ,FORAGE HAY PASTURE,"11,000","11,167"
1987,DEAF SMITH    ,ORCHARD,120,170
1987,DEAF SMITH    ,OTHER,"15,860","19,825"
1987,DEAF SMITH    ,OTHER GRAIN,"10,000","6,667"
1987,DEAF SMITH    ,SORGHUM,"50,000","50,000"
1987,DEAF SMITH    ,SOY OIL,"1,100","1,100"
1987,DEAF SMITH    ,VEGETABLES,"20,800","34,167"
1987,DEAF SMITH    ,VINEYARD,20,20
1987,DEAF SMITH    ,WHEAT,"80,000","53,333"
1988,DEAF SMITH    ,ALFALFA,"5,000","8,333"
1988,DEAF SMITH    ,CORN,"35,000","70,000"
1988,DEAF SMITH    ,COTTON,"3,000","2,500"
1988,DEAF SMITH    ,FORAGE HAY PASTURE,"11,000","7,834"
1988,DEAF SMITH    ,ORCHARD,120,170
1988,DEAF SMITH    ,OTHER,"24,660","24,660"
1988,DEAF SMITH    ,OTHER GRAIN,"10,000","6,667"
1988,DEAF SMITH    ,SORGHUM,"40,000","40,000"
1988,DEAF SMITH    ,SOY OIL,"1,500","1,500"
1988,DEAF SMITH    ,VEGETABLES,"20,800","34,000"
1988,DEAF SMITH    ,VINEYARD,20,20
1988,DEAF SMITH    ,WHEAT,"68,900","45,933"
1989,DEAF SMITH    ,ALFALFA,"7,000","11,667"
1989,DEAF SMITH    ,CORN,"22,086","44,172"
1989,DEAF SMITH    ,COTTON,"4,978","4,148"
1989,DEAF SMITH    ,FORAGE HAY PASTURE,"7,547","5,532"
1989,DEAF SMITH    ,ORCHARD,80,115
1989,DEAF SMITH    ,OTHER,10,8
1989,DEAF SMITH    ,OTHER GRAIN,"2,124","1,416"
1989,DEAF SMITH    ,SORGHUM,"48,836","48,836"
1989,DEAF SMITH    ,SOY OIL,"1,947","1,761"
1989,DEAF SMITH    ,VEGETABLES,"22,388","36,575"
1989,DEAF SMITH    ,VINEYARD,25,25
1989,DEAF SMITH    ,WHEAT,"89,130","59,420"
1990,DEAF SMITH    ,ALFALFA,"7,000","15,750"
1990,DEAF SMITH    ,CORN,"35,400","94,400"
1990,DEAF SMITH    ,COTTON,"4,000","4,000"
1990,DEAF SMITH    ,FORAGE HAY PASTURE,"7,500","6,917"
1990,DEAF SMITH    ,ORCHARD,80,153
1990,DEAF SMITH    ,OTHER,"20,000","20,000"
1990,DEAF SMITH    ,OTHER GRAIN,"2,000","1,667"
1990,DEAF SMITH    ,SORGHUM,"24,200","30,250"
1990,DEAF SMITH    ,SOY OIL,"2,000","2,292"
1990,DEAF SMITH    ,VEGETABLES,"21,500","47,250"
1990,DEAF SMITH    ,VINEYARD,25,31
1990,DEAF SMITH    ,WHEAT,"75,300","62,750"
1991,DEAF SMITH    ,ALFALFA,"7,000","11,667"
1991,DEAF SMITH    ,CORN,"37,600","75,200"
1991,DEAF SMITH    ,COTTON,"4,300","3,583"
1991,DEAF SMITH    ,FORAGE HAY PASTURE,"6,000","4,500"
1991,DEAF SMITH    ,ORCHARD,80,115
1991,DEAF SMITH    ,OTHER,"20,000","16,667"
1991,DEAF SMITH    ,OTHER GRAIN,"2,000","1,333"
1991,DEAF SMITH    ,SORGHUM,"24,700","24,700"
1991,DEAF SMITH    ,SOY OIL,"2,000","1,833"
1991,DEAF SMITH    ,VEGETABLES,"20,700","33,750"
1991,DEAF SMITH    ,VINEYARD,25,25
1991,DEAF SMITH    ,WHEAT,"69,700","46,467"
1992,DEAF SMITH    ,ALFALFA,"7,000","11,667"
1992,DEAF SMITH    ,CORN,"38,500","77,000"
1992,DEAF SMITH    ,COTTON,"3,700","3,083"
1992,DEAF SMITH    ,FORAGE HAY PASTURE,"6,000","4,500"
1992,DEAF SMITH    ,ORCHARD,155,228
1992,DEAF SMITH    ,OTHER,"20,000","16,667"
1992,DEAF SMITH    ,OTHER GRAIN,"2,000","1,333"
1992,DEAF SMITH    ,SORGHUM,"41,800","41,800"
1992,DEAF SMITH    ,SOY OIL,"2,000","1,833"
1992,DEAF SMITH    ,VEGETABLES,"19,100","31,083"
1992,DEAF SMITH    ,VINEYARD,25,25
1992,DEAF SMITH    ,WHEAT,"82,000","54,667"
1993,DEAF SMITH    ,ALFALFA,375,844
1993,DEAF SMITH    ,CORN,"49,000","130,667"
1993,DEAF SMITH    ,COTTON,"3,800","3,800"
1993,DEAF SMITH    ,FORAGE HAY PASTURE,"4,603","4,084"
1993,DEAF SMITH    ,ORCHARD,50,100
1993,DEAF SMITH    ,OTHER,71,71
1993,DEAF SMITH    ,OTHER GRAIN,"5,826","4,855"
1993,DEAF SMITH    ,SORGHUM,"38,900","48,625"
1993,DEAF SMITH    ,SOY OIL,374,327
1993,DEAF SMITH    ,VEGETABLES,"13,749","30,073"
1993,DEAF SMITH    ,WHEAT,"85,300","71,083"
1994,DEAF SMITH    ,ALFALFA,375,844
1994,DEAF SMITH    ,CORN,"53,045","141,453"
1994,DEAF SMITH    ,COTTON,"4,680","4,680"
1994,DEAF SMITH    ,FORAGE HAY PASTURE,"4,603","4,084"
1994,DEAF SMITH    ,ORCHARD,50,100
1994,DEAF SMITH    ,OTHER,71,71
1994,DEAF SMITH    ,OTHER GRAIN,"5,826","4,855"
1994,DEAF SMITH    ,SORGHUM,"25,480","31,850"
1994,DEAF SMITH    ,SOY OIL,374,327
1994,DEAF SMITH    ,VEGETABLES,"13,749","30,073"
1994,DEAF SMITH    ,WHEAT,"85,058","70,882"
1995,DEAF SMITH    ,ALFALFA,375,844
1995,DEAF SMITH    ,CORN,"43,428","115,808"
1995,DEAF SMITH    ,COTTON,"12,478","12,478"
1995,DEAF SMITH    ,FORAGE HAY PASTURE,"4,603","4,084"
1995,DEAF SMITH    ,ORCHARD,50,100
1995,DEAF SMITH    ,OTHER,71,71
